,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Senegal,420.73,,,,,,,,,,,,,,,,,,,,420.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.00399784183,1426.0678159543,1450.35698330106,1473.80326221254,1497.63853231819,1521.72197430954,1544.67269295631,1567.65300616342,1590.37386930772,1611.69972385372,1607.71123221635,1641.11985077582,1654.98872294723,1676.99634919322,1668.63245200811,1681.14755968067,1678.35246516409,1612.40463216052,1668.22491970958,1515.39788507617,1597.17729442405,1547.2055041975,1597.71205640099,1463.61443455046,1479.55007443119,1553.67014210321,1655.33293508331,1561.76911571682,1454.39356602229,1508.72418905253,1414.10890986181,1360.06738321665,1518.47998393185,1509.42217069352,1395.70574167185,1404.60530356827,1427.98922255645,1441.72072044878,1470.26404705261,1402.52816380186,1423.27105745283,1376.72363022721,1367.89936853238,1301.35857617687,1302.79851328895,1333.03118892046,1362.46930093996,1392.36834726344,1432.94938725091,1466.6146844812,1511.4867841738,1542.02744243726,1519.63526154239,1579.90858977762,1630.74766944615,1676,1676.65947856204,1715.53892868036,1714.35360262799,1700.05381706496
Serbia,1308.86584677582,,,,,,,,,,,,,,,,,,,,1336.32294169526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481.1805775683,,,,,,,,,,,,,,,,,,,,2084.59521450749,,,,,,,,,,2230.413554125,,,,,,,,,,2613.49249401283,,,2613.56049604504,,,,,,,2549.96501634101,2575.11431402278,2613.02351257348,2710.15879731981,2863.7134847534,2961.98915462027,3123.96542667735,3029.7217407174,3249.76703213614,3373.21841071563,3260.18585758607,3117.55407436133,2788.59950778475,2835.85305215903,2901.0891776548,2818.19735870121,3140.56084824141,3148.91037577071,3354.11218712755,3490.93905717513,,,,,,,,3252.79041315855,3828.92406541081,4150.14663342361,3835.16055511477,3934.4941082342,3581.45944814743,4062.06307414292,4233.20048754556,4444.30657414887,4307.0148762234,4981.09089064792,5143.11833077035,5721.26544575012,6026.13179962061,6235.08103430835,6289.62915651522,6877.26950437859,7465.67352792606,7592.724171701,7925.24039072967,7991.70706576692,8091.8526273896,8926.12139977812,9283.91171977973,10263.9342706423,10522.0674865304,10782.4289833684,12065.3156469717,11959.2517919661,12213.2726181412,12980.6695606521,13578.3096133387,14387.7821752121,14992.885084447,15168.1771405088,15181.0927022966,15225.8209960123,15526.0981177408,15569.6687190971,16126.3222103101,15870.8785071333,15578.6234174866,15313.9923333168,14143.6612068133,12990.6810602015,9325.0682384316,6478.91030004111,6639.37924985048,7012.1913024502,7344.15126802632,7914.32030381279,8133.20249758328,6302.01201781329,6607.32844682659,6939.81984024624,7236.07525143562,7436.23597170488,8081.65686927553,8609,9093.50452142814,9760.86974066955,10301.2165145308,10005.2181424602
Serbia and Montenegro
Serbia excluding Kosovo
Seychelles,629.38,,,,,,,,,,,,,,,,,,,,629.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583.98089706922,4839.09080871986,4913.36307732614,4995.78215567931,5210.53614251003,5188.30810763068,5135.94281473404,5239.9117675427,5272.74457112547,5403.08292128736,5672.9267835431,5215.67725819101,5526.97913260135,5892.55418461756,5964.67996301231,5836.11199478164,5835.74173877849,5708.00300443864,6044.75132734605,5885.65468808361,6160.63022286537,6975.21051388156,7221.74994711567,7727.83884249007,7678.83134407558,7792.85080554504,8406.2966533539,8847.39092324705,9313.00775333239,10692.2679517268,10246.5717615239,9381.27872846219,9094.30422475201,8857.65481956413,9106.1931274757,9866.62957575437,9978.48756365136,10392.2868711255,10747.2921876502,11282.1998786931,11946.7728365734,12142.1914713297,12849.4442396019,13558.948169103,13128.0449107595,13083.5516634934,14287.0081965254,15916.1047385136,16738.336917756,16159.4410172234,15230.3981182838,14825.288170396,14933.9656639951,14001.2086812579,13523.1477523568,14202,15064.5603162984,16714.4583763431,16532.0367784067,15245.1421911984
Sierra Leone,508.40,,,,,,,,,,,,,,,,,,,,508.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.877100202057,864.617808385674,879.787735832282,901.453777446038,939.544148552951,959.265912154455,981.967614835788,1004.48443747373,1018.62197070484,1062.02145308734,1080.69694339876,1084.20436762471,1116.63987710376,1118.69285043929,1114.89179751711,1176.51059176393,1232.60862447422,1206.04346453418,1304.0231322373,1400.45185911308,1425.82703709694,1390.69585809699,1353.75976180172,1373.08080128755,1405.55190571079,1421.78763002955,1353.94295476659,1348.28515926969,1326.87087836314,1375.89213410735,1412.68544302189,1470.35148402403,1465.01078380415,1414.01954359335,1402.52046628794,1333.95314588198,1258.36282182689,1294.44778793188,1298.32626216523,1296.01644770168,1297.16265174523,1162.25542055908,1068.69627761222,1081.6358763803,1094.21956692655,968.999044999962,719.364341594722,574.648157552916,558.423667630849,510.424479945718,517.674797193418,578.721491554739,699.489712994632,723.629897370833,753.556146266635,790,826.042035748922,856.974510970963,881.481533097214,893.600929791411
Singapore,861.820672841432,,,,,,,,,,,,,,,,,,,,861.820672841432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.910270108673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181.18582195111,2402.40203106998,2270.95927852403,1953.69368663239,1888.04464770137,2089.99695589318,2349.0563069896,2141.77145112037,2460.38435624337,2487.70076706788,2702.41192948128,2420.61208411493,2070.74834456988,1791.79912851324,2141.85139933376,2184.41062068021,1805.94949308879,2502.43932742872,1956.11867793298,2219.47895278169,1911.45508381956,2158.62965548373,2851.87318482734,2920.32799718609,2856.89257150022,3218.94920322715,2656.79543770362,1964.78856830285,2334.9394760847,3287.12680149028,3016.40895969186,2221.66354749153,1933.50803061824,2735.07501291479,3226.92865290611,3635.37761844838,3611.59798307916,3923.17597463328,3326.44627369473,3869.21025504556,,,,,,,,,,,3533.03627084908,3331.421144453,2315.13822696169,2762.9007246432,3166.358337975,2912.6450463781,3204.48928305335,2843.10440931982,2849.14987331923,3202.78449189625,3426.0302402531,3782.96097425487,3674.73557211493,3907.51660575552,3827.08967711943,4181.2483063659,4527.16209441568,4977.41853953553,5566.62657141353,6236.47400993425,6993.76144737201,7704.60461544711,8597.75620219317,9392.45890067527,9803.17705860672,9965.81871579433,10537.029771179,11210.0894755732,12025.0835585834,13004.7141015725,14103.6831759687,14781.2575947107,15169.1611167758,16265.9124166968,17312.2227063416,17037.0350190527,17417.2053370553,18861.5308130052,20542.9298826827,21986.2200336718,23142.7977466428,23983.7644872271,24769.8912000167,27040.1087993738,29303.2402630754,30793.4741103536,31934.8002410268,33519.4766025964,31918.2408241327,33981.1524267298,36834.8497060838,34910.7059726676,36023.1053964755,37024.317977408,39796.6653500395,41479,43689.1133862108,45351.5125564015,45196.4604923204,43526.0426026916
Slovak Republic,1197.59879857621,,,,,,,,,,,,,,,,,,,,1197.59879857621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.02629518065,,,,,,,,,,,,,,,,,,,,1641.8269550509,,,,,,,,,,,,,,,,,,,,2122.91379347598,,,,,,,,,,2438.90451138549,,,,,,,,,,2808.39811947085,,,2955.87488420313,,,,,,,2726.8748600438,2940.50583455729,2829.40840960926,3033.55749089811,3318.73480582454,3675.87836088164,3632.70393997717,3881.40413949367,4199.46284985309,4291.433507927,4127.01435851835,3961.86310562814,3779.92065909847,3599.45031186976,3445.7539204227,3399.29219174153,3665.5180473477,4064.56047794187,,,,,,,,,,,4356.40836219016,4597.54968449639,4937.83901734931,4970.41187159499,5074.65910432353,4999.307811392,5150.73200602197,5532.03391361287,5797.49619654722,6093.26297969734,6502.62372618741,6742.23803082097,7205.56103198638,7424.43011413689,7481.10759803882,7292.1411688844,7578.13727499656,7804.17558441995,8097.45121368438,8412.90239685412,8777.18412989054,8962.51260595129,9121.12400636928,9391.96929434174,9674.16762614674,9932.09265144241,10216.4163598026,10437.1555267281,10524.3710127341,10922.6640422584,10983.1870906454,11008.512898725,11259.0676532306,11160.9662900031,11348.5458458672,11492.0755423756,11735.0375778882,11802.3231029465,11999.8953990996,12037.2675751249,12284.1568330158,12367.4365368411,12007.5473380911,10215.843807484,9498.46772333741,9636.51822877345,10195.8119469144,10759.8356107211,11482.6275430951,12126.2306540516,12564.3446956453,12600.7721798671,12689.7597395907,13098.9114273358,13638.7783691912,14207.5639971038,14977.8655257732,15881,17217.17458551,19012.6883098864,20143.8849211461,19186.0149395037
Slovenia,1357.94831602992,,,,,,,,,,,,,,,,,,,,1386.43505200884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.21056848965,,,,,,,,,,,,,,,,,,,,2453.37298097593,,,,,,,,,,2624.98748534526,,,,,,,,,,3075.83545533053,,,3075.91548734216,,,,,,,3001.06957455667,3030.66793830307,3075.28350817844,3189.60262463692,3370.32208452534,3485.9833272744,3676.6142021121,3565.69822612184,3824.67088844048,3969.96157824124,3836.93286845199,3669.06864197929,3281.91998117882,3337.53296935821,3414.30976830749,3316.75387469832,3696.14545623272,3705.97206674288,3947.47534571357,4108.50773402093,,,,,,,,3828.22912423607,4506.28437737577,4884.33320131903,4513.62414062062,4630.53041270238,4215.04174114773,4780.66711645828,4982.07979511847,5230.53185208747,5068.95240498017,5862.27662898486,6052.96772383465,6733.39263369212,7092.1917282066,7338.10537283693,7402.30339471377,8093.9009489756,8786.39727786598,8935.92396510184,9327.26435666748,9405.48939697114,9523.35132687478,10505.2073969673,10926.2930340434,12079.6876260968,12383.4862019282,12689.9072553698,14199.7444919876,14074.9172860543,14373.8759650372,15277.0301655924,15980.396434212,16933.069691025,17645.2190416016,17851.5213448636,17866.7217492894,17919.3627543744,18272.760753241,18324.0392630392,18979.1681943558,18678.5349226429,18334.5781028719,18023.1321457334,16645.7622157937,15100.590084916,14214.7168057584,14560.0231490068,15279.5831958723,15857.2847820434,16392.5455297294,17161.1073451642,17747.8834801396,18663.3994878175,19399.6894363952,19966.8948705364,20660.019355687,21203.4633571556,22113.2212740805,23004,24255.4512683634,25914.7343942484,26779.2799981039,24778.2107101898
Solomon Islands,387.810892642719,,,,,,,,,,,,,,,,,,,,387.810892642719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.567062661195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.59886871333,1324.79426533612,1245.95554208147,1266.60380789623,1251.52353468165,864.974253108217,929.949469678115,1132.35939126498,962.537225065782,1057.78476603972,1169.54366606149,1231.06856374382,1485.46625387195,1348.15238859304,1477.18111994796,1467.39603748601,1613.27704299903,1579.08665385988,1542.15330980764,1792.37895102266,1783.64876230157,1797.14625442716,1889.78150162391,1870.12858491826,1926.76212776807,2109.89425684944,2131.59992844553,2261.80611894232,2379.19290362921,2350.19251426239,2252.49104392131,2230.06645819903,2159.4095703057,1802.02361507945,1597.22600039147,1530.49606799373,1587.56864180086,1671.75498717375,1712,1780.27936431765,1917.09079144866,2001.01092338934,1903.68507855714
Somalia,498.83,,,,,,,,,,,,,,,,,,,,498.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.20723100404,1121.11083121008,1135.74984165573,1156.66219998924,1200.56436422664,1216.04377654049,1236.83305141203,1258.14741257071,1267.27612054334,1314.36566703764,1304.43380782025,1339.26609608421,1369.48833617611,1393.02600551336,1216.28730264429,1111.44223062186,1241.96641249629,1284.73317990752,1278.43241283311,1094.01492246869,1162.5941964824,1165.64643504285,1254.57612739387,1201.48101030042,933.752613051238,1227.28847720562,1191.53104257554,1450.99251297907,1419.24323289373,1206.31460930887,1059.16140392181,1136.57765988491,1176.80703140996,1037.6096885832,1037.5850148313,1080.05347161659,1075.69938974888,1093.24496271233,1089.2858294685,1112.24800462125,1106.42838292628,1030.37625823955,926.960296378596,933.055798957065,942.529365900074,952.504655497834,956.096419362828,930.596428410118,902.10501094524,891.912617531154,881.513623033164,868.915440078523,882.081821768864,895.724627244498,914.044848718088,932.962214456821,935.957849073868,939.53156927891,943.035453460073
Somaliland
South Africa,759.046568298206,,,,,,,,,,,,,,,,,,,,759.046568298206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.6818720551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895.87320275544,2905.26554915039,2693.94852886586,2543.2478188028,2345.39973117527,2337.68298027425,2239.28839369642,2263.95968041473,2548.17498136626,1939.1131411561,2172.74313800751,2287.39233523312,2499.67697886903,2627.12224475861,2677.32200163362,2751.34965885515,2790.41783793572,2867.08038922016,2847.20294350828,2783.61268795525,2600.06874075448,2528.03560420413,2873.6496496119,3035.3834980111,3544.10799761148,3837.8583476092,3817.19936784088,3882.66505491047,4083.14100378783,4134.37923059495,4285.57223529259,4222.71967177497,4140.06576131902,4178.709090429,4349.05634952248,4538.21931267837,4530.28612063624,4760.18053445267,4766.13691949707,4575.11824605367,4689.81145495593,4725.29553131308,4827.96256475492,5065.89336536312,5199.29363418102,5370.00878885368,5487.10421921326,5510.1586661167,5630.53721855258,5545.68061183978,5582.2980329068,5768.72971721218,6045.1211241133,6380.01744940144,6625.40549582744,6773.61063370828,7114.47797083344,7256.57563749309,7441.40344970876,7668.60531623444,7817.80508793906,7765.96263559941,7943.16685939565,8249.29840953133,8205.63482009207,8211.02950771505,8028.65143914135,8099.63843972407,8226.72702296669,8577.41608685227,8826.1398010276,8568.26622764173,8187.60207786194,8389.86942217729,8067.50702675784,7859.34687757304,7825.82339849398,7965.50168039672,7976.28837762761,7786.87584699364,7545.40830784656,7225.06925835161,7159.99528697476,7236.90405752626,7304.20063985714,7454.41655692332,7479.18824387478,7339.95553334368,7333.6920926492,7454.44571639136,7520.71961721881,7710.94644390173,7863.74218268203,8154.73906630301,8477,8857.04847213924,9253.1829386295,9428.7882715482,9141.26709264756
South Ossetia
Spain,1443.01635190403,,,,,,,,,,,,,,,,,,,,1510.35424799677,1513.77709222158,1517.20769347597,1520.64606933934,1524.09223743091,1527.54621540984,1531.0080209753,1534.47767186659,1537.9551858632,1541.44058078491,1544.93387449188,1548.43508488475,1551.94422990475,1555.46132753373,1558.98639579432,1562.51945274998,1566.06051650511,1569.60960520515,1573.16673703664,1576.73193022736,1580.30520304637,1583.88657380416,1587.4760608527,1591.07368258556,1594.67945743798,1598.293403887,1601.91554045152,1605.5458856924,1609.18445821259,1612.83127665716,1616.48635971348,1632.3691936345,1697.44481257563,1702.12289973585,1723.98512652104,1801.43223974278,1743.21096297864,1695.78816322037,1727.89601141071,1798.20126218555,1852.46489649073,1870.46208593171,1876.6784320378,1913.8484759655,1908.72463433433,1843.64932164651,1933.42670590635,1922.37344412764,1722.30667494703,1770.44928605914,1808.89699684266,1945.24044234829,2207.57064217197,2394.11619191594,2186.23225555747,2242.34866670977,2276.69591006668,2500.25618649773,2424.55388350612,2278.23372069373,2466.64589579477,2516.20326531075,2535.0661323644,2578.06377695841,2571.04379917723,2489.15972290214,2422.49966568165,2375.81577311633,2459.86064990095,2443.32750156216,2433.80754717334,2478.14416681664,2652.09898920783,2547.87720406531,2564.95394161734,2531.14480864875,2319.08668946616,2426.08864876571,2601.43810446941,2631.40712831427,2676.85096019851,2848.79172240951,2746.9972359856,2740.64984909923,2712.75692923067,2663.39352038946,2774.31611510341,2841.8805081238,2932.93342367418,2963.39151481115,2839.93869583059,3022.91337328469,2980.15531484367,3080.47843657172,3017.62740947426,3046.46219235563,3166.82707363658,3107.15903142586,3064.65516297877,3063.20900511918,3262.65415559195,3315.44680646473,3422.14412770617,3431.60240606742,3493.16631768918,3672.26444153776,3621.89849025311,3896.12447762369,3872.19010506998,4104.42857156702,3926.82237287241,3789.67664724824,3835.49151813178,3725.35272007669,3830.02211172586,3870.45499866123,2980.39905810417,2709.06208800926,2682.76301524253,2869.22049610926,3117.62293882328,3041.43140859334,3186.35407499072,3278.24971492096,3403.91913772763,3149.32397341959,3265.08788157426,3293.12212085291,3275.46570595638,3229.1420873698,3280.31502379278,3576.31511440087,3834.03474203959,3787.80898879893,4039.5193872854,4163.50093231654,4462.5403564505,4564.802409874,4720.20687061302,4571.30091856828,4603.06756989559,5149.12905536836,5693.84387853425,6221.10464303175,6765.92764808697,7136.52032522678,7582.37058030469,7993.51229431808,8374.2429648264,9039.40670696738,9469.63359291866,9918.21063777662,10638.7513055807,11481.0203874536,12212.4568026133,12507.4772432224,12886.5651497586,13236.9211706821,13521.5489648892,13589.1207116107,13790.560548533,13765.3888922369,13926.1699729296,14203.1052375639,14342.7303131345,14568.7066654327,14982.6488485171,15764.9831326584,16553.1442392987,17355.7471021593,18064.9165999255,18472.9055578774,18603.064515099,18374.8656291059,18782.7342733951,19272.1442151017,19709.871140904,20445.2989570761,21333.9430593234,22286.3637037881,23410.1648304942,24221.7997980048,24835.471655466,25564.2895255677,26357.0482946772,27270,27898.6488698059,28427.3702349655,28159.210048341,26811.9267482884
Sri Lanka,453.595443232149,,,,,,,,,,,,,,,,,,,,453.595443232149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.101746015183,,,,,,,,,,,,,,,,,,,,702.323536026403,682.155033014276,647.268451271478,650.300160267314,639.050766307523,643.924730668102,650.632832596886,654.167118296359,591.990257184521,634.77471036756,685.099398193286,731.41167172178,771.485652017341,776.583693576649,746.192199410723,694.793343683234,668.394719481461,779.574407418137,759.893587250696,743.684628011658,862.164574281621,855.196189133107,867.932614273909,868.209599892438,860.57973318162,894.973561165408,897.499622840862,928.017513824096,963.324288346548,1017.60929239152,1064.44726420905,983.091294999522,969.581878031234,1010.88508136159,1002.4352765018,972.457524055893,982.002680995858,1017.3267634071,1007.4054427353,951.023982178441,996.49447975894,957.041769330845,954.054422889023,1018.14231221737,997.967297489768,937.41436122877,967.283862058723,1004.45211328721,913.546568054933,962.202707688977,900.795666751922,873.58377327802,896.220959047397,879.026459422684,930.211408655831,979.096406955558,1044.63103610024,1040.61011148892,1036.81708505893,1101.66725029493,1043.5973677254,992.238937691146,941.200592996134,948.675528867161,1039.13798815574,976.680162270056,968.981661189599,1028.34140490317,1010.76382316259,978.516689446462,1031.87021462483,1053.0268433731,1091.12301666656,1059.29995754169,952.315188562531,920.419709617348,866.426493145241,885.5092036603,956.201369848571,989.1107899037,1033.49900613806,1066.72706692732,1083.53202967758,1072.4080723523,1070.87468669875,1104.56537221196,1084.42479331944,1072.54660237878,1076.22801862804,1063.15439512839,1072.21452320248,1064.79137353124,1074.47195992607,1069.51643507931,1094.23140569899,1102.42399409108,1064.71031817616,1135.51432595675,1192.49607749066,1213.16495421242,1244.90808743947,1210.74979335552,1213.39552966614,1240.69336055936,1261.61786653709,1270.96739273913,1287.13177995874,1348.77565130743,1407.64564555756,1471.17147379619,1525.22427633471,1595.28313546481,1648.07978934672,1709.46264210388,1771.42909617426,1821.76474220342,1885.81318392814,1876.76682749921,1898.7665923543,1922.05712860779,2019.40404219367,2088.23859998557,2153.73922233466,2271.55103796619,2365.59717631363,2464.51080190622,2529.76437661695,2664.47725664128,2762.23860804379,2853.80889904445,2997.68929491794,2925.51610336477,3015.37883255711,3166.60255651559,3310.19955805277,3481,3718.71845981568,3940.5763694183,4142.52999723901,4254.13029863938
Sudan,484.74,,,,,,,,,,,,,,,,,,,,484.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.83530778561,1582.36701089305,1615.99112923819,1646.64160172332,1680.01783571799,1714.44627620409,1844.53002494673,1770.337074439,1793.53162768715,1952.4254515894,1935.05265701715,1882.94022037069,1959.59376701008,1852.46409185918,1785.06859809534,1860.80661721221,1789.81093210409,1687.99764065108,1744.14548782498,1802.84790611149,1679.15341190878,1745.17293360125,1659.65277543517,1473.98574823108,1574.27117922262,1720.49392930702,1974.00748489819,2202.98842317568,2094.27952193947,1808.20921021435,1760.99215044964,1739.51357717275,1895.54407333503,1811.71447922377,1660.50604473235,1495.82352042667,1508.83137284348,1507.81915865343,1494.41518600541,1574.4596080344,1405.31026870587,1458.84350611986,1492.19704290335,1494.99592473331,1483.56042342686,1488.26978608449,1524.28591682284,1632.21076425246,1680.61996486691,1758.19860836305,1874.01766956589,1933.18549380457,1993.39831444149,2077.54577274364,2125.87306774403,2249,2439.46893196796,2619.28352515521,2727.55703277225,2778.60609100761
Suriname,1004.12942905002,,,,,,,,,,,,,,,,,,,,1004.12942905002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.66897304865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201.44282244028,,,,,,,,,,,,,,,,,,,,4958.81815305728,5250.97477600298,5504.43753344075,5758.3623676644,5960.0444659642,5413.79614508234,5953.52261567996,6622.71730782508,7028.63978738019,6631.27803908042,6045.94392569515,6417.63033168687,6061.25039049069,5722.81105062807,5518.30134446097,6193.03201545601,6009.13279534901,5508.17348670714,5930.97063117625,6148.98019527873,5863.392027804,5962.17259155561,5974.26363727774,5624.36524300574,5400.78216555917,5509.16904519605,5520.93948868038,5589.34145263785,5703.01714302814,5510.23427274292,5677.29187410194,5962.11351974026,6070.6813159891,6446.036723584,6880.09151824035,7234,7425.01936076986,7722.28162378725,8091.79945984883,8199.03294889363
Svalbard
Swaziland,414.04,,,,,,,,,,,,,,,,,,,,414.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.39743519544,1139.29655213312,1148.37662606517,1165.39465804539,1202.80652166023,1211.96888395125,1228.31219558364,1244.70836386757,1248.40262484293,1288.3662783544,1428.80753949224,1571.42223946926,1856.18212469233,1913.55822562907,2139.38955555692,2410.43893103108,2448.88915129064,2613.10166521782,2428.32865780267,2464.77578696136,3111.99130800253,3080.01250931354,3364.83662510855,3451.35456009421,3735.36904478758,3763.7523164646,3778.82533424414,3781.41061778126,3764.14658573249,3701.56484422004,3664.76594321934,3793.1408673747,3895.38401810405,3782.51057690279,3725.86120754898,3817.84015757684,3813.04016953026,3984.83981177617,3712.85349289185,3787.59666823161,3722.54698090338,3646.20098319497,3553.02240012156,3561.0549197488,3660.88722900783,3771.59456170558,3821.05693129305,3876.76845964875,3920.38818518559,3989.51304470185,4021.22357518254,4046.53353258814,4128.11694321805,4206.80245068299,4286.16185666198,4384,4494.11414193692,4632.82823163592,4726.05733904964,4728.18165842323
Sweden,1100,1105,1159,1141,1081,1140,1152,1117,1035,1037,1131,1209,1136,1168,1192,1216,1217,1176,1170,1157,1173,1196,1209,1211,1230,1253,1230,1204,1221,1231,1214,1246,1214,1259,1273,1276,1311,1293,1270,1295,1306,1296,1232,1271,1334,1341,1306,1343,1355,1388,1423,1412,1393,1410,1434,1537,1554,1596,1576,1631,1652,1597,1574,1642,1636,1674,1636,1672,1517,1621,1866,1921,1985,2043,2105,2016,2160,2107,1992,2084,2064,2100,2015,2193,2143,2167,2178,2090,2160,2176,2224,2346,2309,2377,2386,2498,2554,2675,2788,2903,2897,2930,2916,3097,3133,3100,3330,3588,3423,3474,3563,3667,3838,3994,4097,4185,4468,4154,3988,4111,4217,3854,4206,4352,4628,4639,4858,5046,5167,5457,5517,5416,5132,5329,5685,5976,6207,6359,6483,7001,6742,6729,6648,6851,7033,7196,7905,8415,8496,8643,9073,9255,9223,9518,9947,10143,10407,10640,10944,11384,11952,12476,13138,13733,14703,15287,15782,16140,16732,17523,18303,18205,18723,19399,19745,20049,20036,19652,20000,20715,21179,21266,21382,21910,22839,23321,23615,24223,24572,24941,25295,25001,24343,23670,24141,24724,24959,25567,26445,27572,28659,28866,29472,29941,31074,31995,33200,33800,33634,32021
